text,sentiment
"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away...",neutral
"@mashable Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",neutral
@TeeRibbzz ok Mr. Man help me out with some followers.....  PLEASEEEEEEEE,worry
@Coffee_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,love
"everytime i go on threadless, it makes me sad because i probably wont buy any awesome shirts i see.",neutral
@MeredithKlein oh that's discreet,neutral
#asylm yay registered but lost all my friends,sadness
people with mustaches get super powers and mustaches. no fair.,happiness
@girlfromthemoon ...i had a yay moment today  YAY hope you did too!,happiness
"@sweetkisses277 Yup, 1987 lol. SWEET YEAR  haha",fun
melissa_leah: my car wont start.......,sadness
i can't studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,hate
Sippin on the goose &amp; bull all night has got me twisted lol...on my way home from Club Wet. Interesting night,worry
@lulazoid So vacation is good so far?,fun
awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper,happiness
I'm bored. No internet. I haven't made it downtown or to the beach yet.,worry
MOtherfuck QW,anger
@jlee07 Thanks for the following and support!!!   &lt;3,relief
@_Esme_Cullen_  I'm taking a million songs from your blip.fm station thing. Sorry,worry
just sending a twitter from the club! i twittered u,empty
Memphis just can't catch a break these days. My poor Tigers,worry
wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.,fun
people are not twitting very much today,worry
@bbyowls i cant afford it  go to school here ? !!,surprise
@BIGBOYRAMSACK kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todat  kinda sad,sadness
"So twitter is a journey now.  well, okay.",love
@MR_Bill2030 And good morning to you too.,happiness
@cityofedmonton - the service on the west end of #yeg is a joke after 6pm. And the 2 and 150 been late doesn't help.  #yegtransit #fail,worry
@sarahsss i wish i had friends i could spend the night with,worry
@MrGranger trouble is i don't think any of this is helping my wrists.,sadness
"just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch",relief
Is having a BBQ today!,enthusiasm
@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3,happiness
Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt;3  @mimacruz sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm,hate
Oh no.... Trouble in paradice,worry
@McFlyXXDannyXX i am lol  ly,neutral
"@chezery and Im just going into work... if we were married, we wud never see each other",sadness
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",happiness
Good Morning Twits!  Let's makes today x100 better than the one before! Start runnin,worry
"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k",happiness
@TzakShrike and I have a gentleman's agreement: Whoever wins the first match (or is it best of three?) pays for the other person's copy.,worry
@vjkarthik  they r the most random things that my mind can churn..as the Chennai heat gets to me I can assure u these will b more often.,surprise
@Champion1510 yeah... and neither of them are in huntsville   i would so quit both of my jobs here for one job there.,sadness
@charley_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones,happiness
"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",neutral
Someone in UNITED STATES liked Jelly Blocks http://tinyurl.com/dgpr7q,neutral
Well that was an interesting attempt at the commute to work... didn't exactly plan to end up where I did though...great,happiness
@oncherrystreet I thought all the Apple Store and/or Best Buy guys wanted on?!,neutral
HAPPY MOTHERS DAY!,love
@tinkfan that sounds interesting. wish my phone did java..,neutral
Yea baby!! Im gonna miss you so much,sadness
*sits at the airport waiting for @DenalisAngel to get here*..I got in early to surprise her and i can't find her,worry
Good Morning. It's Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,fun
"Back from a very boring 20-20 cricket match in Canterbury. It's supposed to be big hitting, but there was only one 6. Shame",worry
@DaveDuarte I can remember those Evidence Based Management lectures...definitely the best of EBM,happiness
"@dulani247 Yep, I do.",neutral
@mrskutcher you guys are an awesome couple,love
@Nyblaque - halla!!! doing ok- got a cold but trying to ignore it  how about you?,worry
@ConciseKilgore morning T! I love their breakfast! If I wasn't stuck at the shop right now getting maintenance done to the ride!,happiness
@Media_Molecule play my shitty levels :-D I got a bit too ambitious on one and broke the thermometer  so it only got half done!,worry
@bhufford: I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,worry
@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...,sadness
Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,sadness
@opinionatedant Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol,happiness
Yay playing a show tonight! Boo it's gonna soggy and I'm at work right before playing,worry
Don't know who U R anymore!!!,worry
@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.,happiness
Missing Going To Villa.. Another 2 Months With Out Them,worry
"mothers day, happy mothers day mom",worry
so. I'm taking my life guarding classes fri (7-9pm) sat (9-6pm) sun (9-4pm) and mon (3-630pm) live eat and breath life guard stuff. yay.,neutral
@m_jonas101 WOW they're totally amazing and they're more than awesome,fun
"pff, Life sucks sometimes!",sadness
"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will.",happiness
"loves summer! and don't forget people, tomorrow is mother's day!",love
Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!,boredom
@aldenpolicar good day sir. I'm hungry!,neutral
just wants to hear his voice,sadness
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,happiness
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,worry
@halibrahim Europe sounds gr8! Will finish my exam on Teus and then we'll  talk about it,relief
@DonnaFirsty she fell into deep crack in the glacier  so terrible,worry
Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,worry
I think I have H1N1...     Or maybe just a cold.,worry
@pranaydewan thanku  cooking is simple but the law is- u hve to have fun while u make it,fun
"@AliceS1 hey, I can't make it to Makers tonight",sadness
@redhalo_pax Oh man... I'm so sorry to hear that. I hope everything works out,worry
@UncleRUSH get well soon! God is watching over you,worry
"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private 'Vote'",neutral
Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.,hate
@sageeb you say the nicest things.,happiness
@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won,love
he just fully yelled @me saying dnt be so fcking stupid grow up! stop with this band shit then... throws the remote at me thnks love u2,hate
@christinawrites look who I found just for you  ---&gt;  http://twitter.com/DJT2009,relief
@verygraceless No Trump casino in Vegas.,neutral
Where is Teng?,worry
"No school, again. This time cuz im sick.",worry
"Ha, @joestump i'm giving spymaster a chance - just curious! will miss u",neutral
"@RPauline8913 don't you just love the &quot;butteflies in your stomach&quot; feeling?  ano man yun, kaya mo yan.",fun
Lost my keys  now i'm waiting for my dad in d'iberville. Phail. Also fml,worry
"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you",worry
@Sims3Nieuws just have been away for 2 years: not playing sims but World of Warcraft,fun
@cristinica21 kill her,hate
posted a few pics of my college on my myspace www.myspace.com/katieheidie,happiness
"@ShoeGal007 oh okay, cool.",happiness
Good Morning,neutral
@saromadian srry can't go paintballing tonight  and there are no good movies out,neutral
wow i'm really reallly ill,worry
@ihatemornings great show on Friday champ. Enjoyed it,love
says HAPPY MOTHER'S DAY!  http://plurk.com/p/sv70e,love
school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,hate
@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it,sadness
@mitchelmusso i talk to you,neutral
just started twittering,neutral
"@StitchinSista It happened to me the other day (customer asked me to ship to her work address), I sent her another one",neutral
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,sadness
I have new slippers! They are piggys! So so cute and very warm,happiness
@RisaRM I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,enthusiasm
@larrygadea  but I'm sure you'll find a new set of challenges at twitter. Best of luck.,worry
@KarolinePaixao EPIC moment! hahahha i swear.. i really wanna see it,happiness
@TNAaddicted Damn,worry
"@chrisanag lol i know but it was just so funny, ahaha",love
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,sadness
is having fun with the traditional family dinner party for Mother's Day...,happiness
i have nothing to do,neutral
@Dreaming_awake GOOD MIDDAY.,happiness
Gahh ! This weather sucksss !,hate
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,hate
"@foxykaty haha, its cos one of your 'tweets' was smile smile smile, so i quoted the boys in reply",surprise
"@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI",worry
@southbel took my computer in for a new dvd drive &amp; screen wouldn't come back on  Had to order new computer &amp; wait...,neutral
Whistling while you work = LAME! lol,happiness
@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain,sadness
Luking for new background pic......,love
@kirbis007 i trusted matt with my life in that picture. funnnn night though,sadness
@gamerbabe360 I'm feeling a little sleepy now. Been reading Gunter Grass... wonderful but tiny print. Eyes done in,happiness
